Tabel 1
Substance;Sector;EDGAR Country Code;Country;Macro-region;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
CO2;Forest Land;TKM;Turkmenistan;Eastern Europe and West-Central Asia;-0,18453868067078;-0,18274765545761;-0,18095821654079;-0,18095821654079;-0,18093931596531;-0,17966804204586;-0,17810715821482;-0,17628839664461;-0,17602172256415;-0,17225890258575;-0,17282827334496;-0,18278589482049;-0,18384187771651;-0,1888254514353;-0,18887927879436;-0,18868338274945;-0,18735325776847;-0,18573400479045;-0,17259257606729;-0,17106563605186;-0,16973030783607;-0,1640456318866;-0,15968470427845;-0,1560682525585;-0,16339168458793;-0,16277547278467;-0,16854518222383;-0,16653705000684;-0,16717834102861;-0,16828232025179;-0,16836964711759;-0,16830497146563;-0,16841828502882;-0,16841828502882;-0,16841828502882
CO2;Deforestation;UKR;Ukraine;Eastern Europe and West-Central Asia;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,042968498140373;0,045434711618639;0,031239336836428;0,052231445966052;0,10459343607789;0,05216828113627;0,059707191872573;0,018366592432627;0,016999659759202;0,075836784182792;0,044496951784069;0,072736340073838;0,047191525702332;0,014557820898782;0,020403582197395;0,016257357112763;0,052151203501951;0,039245854374818;0,046165989241329;0,010532811824024;0,017308115472306;0,012138463396633;0,013326463564321;0,013326463564321;0,013326463564321
CO2;Fires;UKR;Ukraine;Eastern Europe and West-Central Asia;13,624991375004;5,8066130355897;4,3764186079703;3,1290981165188;2,6537275613453;2,6537275613453;2,0457646319499;1,1008041937061;3,7630250800777;1,7877129056834;12,337841379616;4,5810440893233;3,90702415884;2,01964823343;0,8026360695;2,94897457028;1,73299716037;2,82028032409;1,39510560304;3,64076277182;2,67785066678;2,25484253888;4,5320574278;2,11523339954;6,28396230583;9,49972320917;1,0583628315;1,97179036428;3,40062308092;4,78374904454;7,6072685213;0,74184906763;2,33882090606;1,08353792392;4,6630109653
GWP_100_AR5_CH4;Fires;UKR;Ukraine;Eastern Europe and West-Central Asia;1,876396534097;1,0215673440837;0,55813651947442;0,37349327341093;0,42054992794585;0,42054992794585;0,31338312525615;0,13699444541152;0,66256734455277;0,28225874139271;1,4343227359358;0,64243795992728;1,2233500572765;0,54496196100752;0,21171194938376;0,27779036558476;0,18288677055208;0,49848121902152;0,10069925639648;0,4750205860162;0,36078534234988;0,44975900095056;1,0956469700473;0,18493489710332;0,82221007173564;1,9725401461606;0,22378706928368;0,22146884601464;0,40466830537196;0,75612724307988;1,1014033205448;0,1944788758318;0,33324242715652;0,10785064865372;0,583882522132
GWP_100_AR5_N2O;Fires;UKR;Ukraine;Eastern Europe and West-Central Asia;0,47927422001468;0,17143492052753;0,15348077784598;0,11554831428315;0,084519543500952;0,084519543500952;0,063581786501652;0,038193385019222;0,11013380831388;0,055564692721664;0,46437018110377;0,15115962003692;0,0470229105363;0,036906887374415;0,01400950336395;0,10812508840333;0,059193365153105;0,06859312051565;0,048017871959155;0,12273331252181;0,089155230167565;0,055731604883605;0,08782674157745;0,087013474952815;0,20558297606748;0,23422364135525;0,02323174536937;0,06231383480077;0,11390778947897;0,15181907726142;0,24846322074073;0,012596678927165;0,072417554838925;0,036474928397805;0,15488614858203
CO2;Forest Land;UKR;Ukraine;Eastern Europe and West-Central Asia;-68,95023102555;-68,608266706801;-68,622127145253;-68,614154859988;-68,608346335441;-69,270233862947;-69,915301564509;-70,826300048321;-65,791750105085;-67,241052444149;-68,827743080353;-68,642715078177;-68,856501744098;-66,059173752156;-64,098200246603;-64,127987974594;-62,820928005227;-61,710354155495;-62,446924435378;-66,2583295412;-63,272049537235;-61,515663829776;-61,641789962144;-61,278434026475;-59,903458677709;-60,002806243319;-60,14121189052;-61,68365823798;-58,984847154866;-58,429664532959;-60,896626211723;-61,883162528637;-60,916652307527;-61,67431036204;-62,431968416552
CO2;Organic Soil;UKR;Ukraine;Eastern Europe and West-Central Asia;33,256877096058;30,838769146058;26,054226846058;23,198756425605;22,060982287226;21,862856314893;21,549858716204;21,363047555839;21,298131896251;21,134000048164;21,03918647975;20,986884605193;20,921101194707;20,839529167341;20,637493677753;20,557723009704;20,552004244702;20,535212270959;20,450255186003;20,406463669927;20,339116215465;20,394180163941;20,395390835522;20,336050816072;20,338012126726;20,307675906726;20,292925088655;20,230443053288;20,264013565957;20,217243084878;20,204083791462;20,218517698786;20,154834250147;20,154834250147;20,148837551017
CO2;Other Land;UKR;Ukraine;Eastern Europe and West-Central Asia;-22,555711958539;-24,200677763477;-20,042267814788;-10,16891033981;-10,926328793163;-5,1519588426621;-3,3684325451674;5,1508321330797;1,6359835645255;2,8455071313387;7,1960936200048;14,618818812519;14,755708426668;3,3808712707844;15,163339203322;15,891919319367;10,606418416971;2,5097640960627;20,387546028826;18,845864779879;9,0529052476733;21,672483091382;16,281145690934;28,181436886971;29,550422891445;26,769632220361;28,95348672131;21,922252770636;30,483285578;29,973477922625;3,4118974101086;27,034271849365;18,549795206991;18,549795206991;18,549795206991
CO2;Fires;UZB;Uzbekistan;Eastern Europe and West-Central Asia;0,15098108309484;0,34256482270958;0,85397475036425;0,56030205625004;0,247702697852;0,247702697852;0,0793186729197;0,0367187502199;0,5247115990901;0,39152368070875;0,42318551556497;0,61312561550219;0,16636698706;0,2222300641;0,33698585991;0,33016830245;0,24023131055;0,19476941784;0,25394259113;0,33544506596;0,01547366357;0,19483866605;0,43780184828;0,26444072076;0,42684320567;0,23535272669;0,13912101225;0,21615347352;0,3460990075;0,32882141266;0,1913554463;0,45892276067;0,15523176483;0,12329071654;0,00694220097
GWP_100_AR5_CH4;Fires;UZB;Uzbekistan;Eastern Europe and West-Central Asia;0,0060280106873819;0,013677106621543;0,034095455904093;0,02237039697618;0,0098896796907272;0,0098896796907272;0,0031668458913896;0,001466018259636;0,020949427253958;0,015631819283565;0,016895937359601;0,024479410516094;0,00664230236124;0,00887266933504;0,01345436371356;0,01318216864076;0,00959138007296;0,00777628653424;0,01013881123528;0,01339284673216;0,0006177953572;0,00777905136204;0,0174795031684;0,01055795546904;0,01704197285224;0,00939659968548;0,00555449037584;0,0086300578224;0,013818211708;0,01312839315228;0,0076399816808;0,01832276809244;0,00619772192452;0,00492245629148;0,00027717156628
GWP_100_AR5_N2O;Fires;UZB;Uzbekistan;Eastern Europe and West-Central Asia;0,005208987574562;0,011818804042452;0,029462921579752;0,019330941531465;0,0085459731148162;0,0085459731148162;0,0027365679001524;0,001266830996284;0,018103037583718;0,01350793058146;0,014600293294362;0,021153403191344;0,00573981555669;0,007667143586885;0,01162632509744;0,01139111306533;0,008288203311945;0,0067197258347;0,00876125525052;0,011573166380725;0,000533855767755;0,00672211481235;0,015104570174505;0,00912345049408;0,014726487284185;0,008119887684795;0,00479980414879;0,00745749564076;0,01194073714001;0,01134464420869;0,00660194065347;0,015833261378955;0,005355640091385;0,004253644260375;0,000239512382945
CO2;Forest Land;UZB;Uzbekistan;Eastern Europe and West-Central Asia;-2,1294096552832;-2,1184586461951;-2,1075034975294;-2,1070573581311;-2,1064769028018;-2,1111654900009;-2,1055482608169;-2,1014707814517;-2,0471542618188;-2,0082157254669;-1,9183464794776;-1,8918522128417;-1,9767234642536;-1,9126300057487;-1,9024451296695;-1,8949742484375;-1,8949768892667;-1,8852632673444;-1,9492298841707;-1,9439477218908;-1,9408693940677;-1,8869214035659;-1,8536873688;-1,8513987361962;-1,9297117473298;-1,9273728945833;-1,7733927368742;-1,7710186590255;-1,8267188548351;-1,9544832761396;-1,9743823671591;-1,992719625022;-1,9965376031145;-2,0019045673787;-2,0072715316428
CO2;Other Land;UZB;Uzbekistan;Eastern Europe and West-Central Asia;-10,490440103001;-9,0425286526674;-9,2752346280009;-9,8935448370009;-8,9246479593342;-7,5622963936674;-1,4936989173335;-1,1044643133334;1,1619649543334;-0,26654786400005;1,4335012083334;2,2014972760001;6,2835123083338;4,8584376573337;4,2003851670003;7,310568921334;8,0548036800007;8,6761979700008;9,3603406196675;9,2745438683342;8,8598164453341;7,6062582970007;7,2872927270007;7,9887679226674;4,4725833826671;3,5446901600003;3,3038712813336;3,3179847690003;2,7961258416669;2,1316460440002;1,2914990000001;-0,098594551000017;-3,4499278073336;-3,4499278073336;-3,4499278073336
CO2;Deforestation;ALB;Albania;Europe;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,00086520944248015;0,0011163425408596;0,0007374097138705;0,00074187607271032;0,00044514816647004;0,00040281303192257;0,00044510483031574;0,0086084687574387;0,00027564135594246;0,0016113564490822;0,0014843769854343;0,001017901518002;0,022360571694035;0,009309985400399;0,0018234451460083;0,0005301675582307;0,0015903768567129;0,0044497622304706;0,0015909348061068;0,0057677713731401;0,00046652549073257;0,0032658157630457;0,0031667042089728;0,0031667042089728;0,0031667042089728
CO2;Fires;ALB;Albania;Europe;0,027892756183361;0,03651591893955;0,034472171504988;0,03754775360391;0,1240349963629;0,1240349963629;0,1760699720241;0,0094675396242;0,1153555522012;0,05099980842967;0,1832574108467;0,1122093828855;;0,09101734456;0,00269724408;0,03412931311;0,00695605053;0,78429094194;0,06221666159;0,03795102861;0,03160865369;0,2123094088;0,35899692445;0,00269724412;0,0015615624;0,03019859155;0,02197356702;0,18990051771;0,00636051019;0,01647084751;0,04244094716;0,21186047263;0,12000516864;0,02107594623;0,15814716794
GWP_100_AR5_CH4;Fires;ALB;Albania;Europe;0,0016319513695071;0,0022004372160596;0,0021468246150676;0,002592802806069;0,0068992146979532;0,0068992146979532;0,010277410807398;0,0005093165437276;0,0071254408813448;0,0030251213679537;0,010300254688548;0,0064165318865396;;0,00452915705228;0,00010768909984;0,00136263342936;0,00027772452008;0,0383259601284;0,00248403777944;0,00203743786148;0,0012619946024;0,00989403602824;0,01821251883444;0,00010768909872;0,00006234632096;0,00142950563868;0,00125032234096;0,00959617050196;0,00025394720708;0,00065760853116;0,00214209770236;0,01383006460976;0,00867062845572;0,00143829292908;0,00661253266352
GWP_100_AR5_N2O;Fires;ALB;Albania;Europe;0,0010733306153536;0,0014188535142714;0,0013543357093719;0,0015296604313938;0,0046963087959031;0,0046963087959031;0,0067701200115144;0,00035476276433105;0,0045195240624234;0,0019713323960252;0,0069615285638744;0,0042860572854447;;0,003331909874385;0,000093057427295;0,001177493021115;0,000239990207625;0,02856062669647;0,00214653261514;0,00142118641612;0,00109052792686;0,00762843941813;0,013216544035935;0,000093057426235;0,000053875353035;0,00108981118878;0,000837994690475;0,00698312978369;0,00021944350921;0,000568259536385;0,00156011554296;0,008459744631985;0,004971106445455;0,000854957683915;0,005520133143885
CO2;Forest Land;ALB;Albania;Europe;-2,3651976369506;-1,2010267576369;-1,18477368207;-4,7599889150539;-5,0243709825583;-4,9592024504688;-4,9700129319954;-4,9763490814709;-5,1060487211747;-5,2203704576316;-5,1960278344158;-5,3502061436768;-5,253301820942;-5,3046145687626;-5,3252419192809;-5,2942758530288;-5,2793551868946;-5,212209944521;-5,203674777543;-5,1576511278491;-5,0826241389407;-4,9364988980436;-4,8949527482618;-5,1871560333711;-5,2010014845064;-5,2358592076126;-5,1187091629384;-5,1099689499787;-5,1180720188255;-5,2002079382806;-5,3047834896864;-5,1990954985526;-5,3908688693129;-5,4407501184545;-5,4906313675961
CO2;Organic Soil;ALB;Albania;Europe;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11057045698418;0,11053348344044;0,11053348344044;0,11049582091557;0,11049582091557;0,11045059349249;0,11042741020158;0,11042741020158;0,11042741020158;0,11042741020158;0,11042741020158;0,11042741020158;0,10977396250309;0,10981118889753;0,10981118889753;0,10915766427171;0,10915766427171;0,10904858381303;0,10883857725498;0,10889311592919;0,10758542767032;0,10577600019037;0,10563103621879;0,1055764471105;0,10552064816061;0,10552064816061;0,10486487499302
CO2;Deforestation;AUT;Austria;Europe;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0088633880172151;0,0073454660099768;0,012155817395047;0,0070888806466217;0,0085310296029963;0,015413045597337;0,0078266102721839;0,01776457731744;0,00833379801198;0,0099320156825868;0,0064294819431465;0,011615824836354;0,0065330217234142;0,011184242303879;0,010478797824204;0,0081717657091708;0,0091655783111198;0,015448004036381;0,01796420754608;0,019671724345893;0,028707374305212;0,022974766969888;0,023784621873665;0,023784621873665;0,023784621873665
CO2;Fires;AUT;Austria;Europe;0,50651344498458;0,16331727623933;0,075999755587037;0,025493739795096;0,2358813155908;0,2358813155908;1,6663263248545;0,1406938232121;0,8527185527654;0,0399049043955;0,3544983794273;0,83175407418932;0,00407704012;0,00755853984;0,00127764194;0,05925905403;0,00028392043;0,0033949386;0,00065440198;0,0033949386;;0,00198138974;0,0033949386;0,010184816;0,02624627109;;0,0033949386;0,01549015209;0,0305544479;0,0016974693;0,00252153105;0,0101848158;0,00367885904;0,00028392043;0,0594114256
GWP_100_AR5_CH4;Fires;AUT;Austria;Europe;0,044699660725984;0,013387026549615;0,013304660313043;0,0020676513688909;0,019546967651282;0,019546967651282;0,13924606579332;0,011705604811328;0,076728249006945;0,003217928341292;0,031205779596922;0,069344744062083;0,00031198405308;0,00060019078952;0,00005101062512;0,00467864291272;0,00001133569472;0,0002847507376;0,00002612739388;0,000284750732;;0,00015371106352;0,000284750732;0,000854252196;0,00201773567996;;0,0002847507376;0,00114067384816;0,0025627566328;0,0001423753688;0,00017527653164;0,0008542522128;0,00029608643232;0,00001133569472;0,0049831380088
GWP_100_AR5_N2O;Fires;AUT;Austria;Europe;0,021656703170447;0,0071051510171097;0,0024212269455928;0,0011043866125536;0,01030744702674;0,01030744702674;0,072657644272644;0,0061579657258708;0,036438748059004;0,001724708533956;0,015067819708424;0,036305302802873;0,000172616157655;0,00032468561822;0,000044079832615;0,002539786974615;0,000009795518565;0,0001490830216;0,000022577476095;0,0001490830216;;0,00008433702963;0,0001490830216;0,0004472490595;0,00111322491186;;0,0001490830216;0,00064626534051;0,0013417472103;0,0000745415108;0,000102972406535;0,00044724906745;0,00015887854043;0,000009795518565;0,0026089529098
CO2;Forest Land;AUT;Austria;Europe;-20,743380954281;-22,817812425169;-28,51223759623;-28,558180838593;-24,367968623072;-25,486904324146;-23,611471526986;-23,722810701066;-26,295206886148;-26,090906247732;-27,408719016065;-26,878111621109;-24,518126563146;-20,261051073914;-21,88307141663;-21,80326440633;-17,867434962566;-13,20801169394;-12,899407662087;-22,27639853262;-20,258293369175;-19,31404163063;-20,449684966881;-21,843695599118;-22,736449270289;-21,672141137968;-22,322697471751;-20,959107199776;-18,71131657798;-20,02580318931;-23,316503785852;-19,440457662289;-18,40328769848;-18,41955375267;-18,435819806859
CO2;Organic Soil;AUT;Austria;Europe;0,27076555696835;0,27076555696835;0,27076555696835;0,27076555696835;0,27060174684888;0,26914422245387;0,26778258644223;0,26601237223995;0,26584855897878;0,27043901991488;0,27674929258494;0,27737042680482;0,27833669613472;0,27594960542653;0,28023519189243;0,28389142225215;0,28261914540752;0,28261914540752;0,28261914540752;0,28412388189619;0,28534243437328;0,28534243437328;0,28547981640723;0,28731509921712;0,287451724093;0,287451724093;0,287451724093;0,28746662371786;0,28702557767771;0,28769958575276;0,28771446871477;0,28755089562194;0,28753604846925;0,28753604846925;0,28763765581548
CO2;Other Land;AUT;Austria;Europe;-2,1428510785064;-1,1329727885085;-0,87658319721127;-0,70655967453383;-1,6421463829505;-1,6215221124561;-2,0484035287622;-1,8176826042454;-1,7693801469987;-1,1647524430705;-1,1640037703545;-2,0417032886228;-3,0036544251208;-3,5866008928033;-2,8109754299165;-2,8025181884443;-3,140683153571;-4,4114490508264;-4,0363175841168;-0,40262103264993;-1,7453508496692;-2,0079200645196;-1,3805257770765;-0,45195190458079;-0,69201398315991;-0,56907415520174;-0,41496241231378;-0,98218835554139;-1,2323003501073;-0,7150263467461;0,64840757266482;-1,0748968315158;-1,269268086691;-1,269268086691;-1,269268086691
CO2;Deforestation;BEL;Belgium;Europe;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0026223406621009;0,0012047809937505;0,0054985263349617;0,0011637146575906;0,0024770963998731;0,0053108363258332;0,0046938049298343;0,0054910289481693;0,0049623894953393;0,009560325817513;0,014264000941733;0,0054878399169688;0,0030948445806532;0,0011506427409106;0,0032221815781383;0,0035780944678843;0,0056047379210447;0,0048884797124283;0,0068356997361643;0,01343559167698;0,01085496510173;0,01280387615489;0,012364810977867;0,012364810977867;0,012364810977867
CO2;Fires;BEL;Belgium;Europe;0,010143788043828;0,0045570860998266;0,0542422724659;0,00076258174166229;0,0542422724659;0,0542422724659;0,0269250666883;0,0620705835621;0,0286157162492;;0,002738166943;0,0830676931821;;0,0033949386;0,00608959186;;;0,00252758434;;0,00014196022;;0,02530415312;0,00042588065;;0,0050924079;;0,00070980108;;;;0,0008517613;;;;
GWP_100_AR5_CH4;Fires;BEL;Belgium;Europe;0,00075588460357877;0,00032583658744699;0,004419263835;0,000045141024560766;0,004419263835;0,004419263835;0,0029479038656956;0,0050264065529832;0,0021902242932892;;0,000186129685476;0,0066567929633268;;0,000284750732;0,00046693928372;;;0,00010091533004;;0,00000566784736;;0,00789214408752;0,00001700354208;;0,000427126112;;0,0000283392368;;;;0,0000340070836;;;;
GWP_100_AR5_N2O;Fires;BEL;Belgium;Europe;0,00042511760604333;0,00018804021564275;0,0023540502914364;0,000029456807101166;0,0023540502914364;0,0023540502914364;0,0010505790740426;0,0026872254321823;0,0012116535461152;;0,0001109185294525;0,0035812767750021;;0,0001490830216;0,000258028308185;;;0,00008720400792;;0,000004897759415;;0,000305811321025;0,00001469327798;;0,00022362453505;;0,000024488796545;;;;0,0000293865549;;;;
CO2;Forest Land;BEL;Belgium;Europe;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;-8,0994383446123;0,24299518055696;-0,47191044949716;-0,039968753610131;0,59508566459662;0,63262507182456;0,85456676733108;1,0517900226192;0,94905762114002;0,38617913174699;-0,2189392235245;0,87186892462043;1,2418129441492;1,0102222567373;2,7713948682439;2,4920465222319;2,5219604115708;2,5803576150409;2,6333369898726;2,2656014981627;2,2765879839453;2,2612339503688;2,2786416958212;2,3227527725643;2,321042743336;2,3193327141076
CO2;Organic Soil;BEL;Belgium;Europe;0,21504628266393;0,21504628266393;0,21504628266393;0,21474896113287;0,21358094045618;0,20987206089694;0,20932478978072;0,20858794919258;0,2087195759933;0,21007165565548;0,21116323143813;0,20958793652761;0,20528102601779;0,20230428058875;0,19991864663189;0,19997092308457;0,20043947827673;0,20090925529247;0,19984731533195;0,19993412384133;0,20037355159261;0,20067027952782;0,20066066054779;0,20066066054779;0,20059964909041;0,20060016186185;0,1996831463303;0,19876212733914;0,19811420996527;0,20249515915293;0,20253858418401;0,20216494441176;0,20149072100599;0,20149072100599;0,20225442286346
CO2;Other Land;BEL;Belgium;Europe;-1,2589421941854;-0,79648782974869;-0,61912049542661;-0,63897521022715;-0,38781965230485;-0,61751329292419;-0,82865670853768;-0,3694574550227;-0,92839370172507;-0,45504937876936;-0,036420029413144;0,13646451867878;-0,5792901477392;-0,47591548656767;-0,20256130793497;-0,26398610777687;-0,2424583368999;0,057559649703427;0,12976418109918;0,30603631329041;0,58462017630375;0,59544884071319;0,66927028948908;0,51692091278122;0,47011328398221;0,41943236911365;0,44121722818804;0,57408542689681;0,58557821653923;0,71109535813263;0,74764241721401;0,83767886922883;0,70521738580297;0,70521738580297;0,70521738580297
CO2;Deforestation;BGR;Bulgaria;Europe;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,00336235619992;0,0076187010608395;0,0023424107065783;0,00012595683234223;0,00022585421400155;0,0012442769379396;0,0024140998721124;0,0077472735543834;0,0073401153304699;0,00047779040211564;0;0,000045957240198153;0,00056709924915498;0,0009960708961229;0,0016090886018474;0,0016723952992539;0,0013789760154231;0,0058483925373228;0,0093880930704298;0,0026929034186832;0,0020693164560992;0,0028171599764885;0,0025264599504237;0,0025264599504237;0,0025264599504237
CO2;Fires;BGR;Bulgaria;Europe;1,0879566099849;0,19032950709909;0,85146511765937;0,63538083850974;0,8875890775902;0,8875890775902;1,3021199295577;0,1821399017935;1,3068151975665;1,1865190699387;0,94706254286288;3,9473062400052;0,04491054182;0,05941469674;0,05246988099;0,11333129492;0,17526987466;0,80090802197;0,17082857358;0,03034747663;0,22210686214;0,2034085515;0,15990269889;0,02839637726;0,10235883375;0,08028994111;0,10527663411;0,08677417966;0,02140831702;0,10211195994;0,0554753304;0,01885131412;0,07473528473;0,07664035682;0,20954303559
GWP_100_AR5_CH4;Fires;BGR;Bulgaria;Europe;0,081417689048501;0,015001977651368;0,066542141383271;0,047509135261614;0,06548147288264;0,06548147288264;0,10282911446615;0,014392615722383;0,10299757387055;0,093500018937514;0,072723514434964;0,30118220921605;0,00231530065228;0,00259597627072;0,00209489166516;0,0082549645304;0,00796759299588;0,04913539907696;0,00965534338552;0,00143544996812;0,0161042300832;0,01229897043788;0,00757785787388;0,00120834539168;0,00811529369224;0,00551831372204;0,006068305187;0,0051057748784;0,00115315150972;0,00594195366828;0,00281170910412;0,00120026736648;0,0049235262552;0,00328372115876;0,01127564449564
GWP_100_AR5_N2O;Fires;BGR;Bulgaria;Europe;0,045669535375483;0,0081519907123215;0,036346703475637;0,026663068526938;0,03705697532709;0,03705697532709;0,055812693864563;0,007808964850145;0,055970615617925;0,05081486106373;0,040151313862335;0,16693615986543;0,00166129608707;0,002097793950025;0,001810259629445;0,004708897110635;0,00625467765959;0,031306836806505;0,006500879712605;0,001094947866365;0,00921268564273;0,00791250959988;0,005772427540805;0,000995678640585;0,004394245999375;0,003265372103465;0,004031572756765;0,003345289174245;0,000802515797765;0,003922388557575;0,002041768392555;0,00074625129642;0,00299384508006;0,00269209524629;0,00785254181814
CO2;Forest Land;BGR;Bulgaria;Europe;-32,003770701895;-32,848777658261;-33,462346791783;-33,27787339185;-34,730545502383;-34,506493958877;-33,760789877575;-34,009034702005;-33,962592620009;-29,964179168583;-31,344779952163;-32,220866815924;-31,096554546142;-30,645037906908;-29,05549825662;-28,743557446388;-28,858576876598;-28,920492303775;-28,662529305172;-30,962188707287;-29,046951499867;-28,044172387949;-28,665163282298;-29,038705539396;-29,062394764059;-28,133337117561;-28,324003153311;-28,490117609077;-28,13655663592;-28,665057393244;-29,918308707948;-29,592483548346;-28,777009967478;-29,013986047899;-29,250962128319
CO2;Organic Soil;BGR;Bulgaria;Europe;1,1325003431148;1,1325003431148;1,1325003431148;1,1323476338921;1,1315500914825;1,1356513416343;1,1341257638867;1,1328201472289;1,1310642742964;1,1288081081846;1,1279027919432;1,126450848046;1,1252918315873;1,1234451853024;1,121773816189;1,1203945099523;1,1190958580202;1,1165624392564;1,1142474944177;1,1124567587809;1,1103781096141;1,1087807924227;1,1073496887178;1,1058807491204;1,1022760337118;1,1014726794434;1,100694646987;1,0998200023459;1,0963217947966;1,0981582089142;1,0972989249963;1,0973662067505;1,094937297164;1,094937297164;1,0946539649125
CO2;Other Land;BGR;Bulgaria;Europe;-1,497868953086;-1,4642890531827;-0,90280985713548;-1,0925967326225;-1,0844196098784;-0,97017619281574;-1,1510015092254;-1,2069588309335;-0,8192275001871;-0,59641380153051;-1,9033225659269;-1,9692379967887;-2,2288521978703;-1,7906572518759;-2,4834493589874;-3,7118704016832;-2,4939523093972;-3,5923630908111;-2,0166297985911;-1,9413336585778;-1,5431572671639;-1,8291395502659;-1,4964512984871;-0,5796785850857;-1,7778024146929;-1,6135696243494;-1,4635176309855;-1,4866416329355;-1,4873619169473;-1,4146197993567;-1,3339036028023;-1,2439043334636;-1,3396844878945;-1,3396844878945;-1,3396844878945
CO2;Deforestation;BIH;Bosnia and Herzegovina;Europe;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000079149240993;0,000071526663389004;0,00011133371041649;0,000054587349173512;0,00054419530490932;0,00017314826017578;0,00024717208632853;0,0013382063268443;0,00018070008451032;0,00049850911469533;0,00048616015053472;0,00023900028438636;0,00036422451193556;0,00045429746311534;0,00081750290495703;0,0016220647363273;0,001828882283332;0,0010209340269064;0,0016785031018655;0,00080751193406078;0,00033115837667572;0,00015249577305886;0,00043038869459845;0,00043038869459845;0,00043038869459845
CO2;Fires;BIH;Bosnia and Herzegovina;Europe;0,098327983787914;0,094346364811199;0,088817418563928;0,074430076794362;0,1317765411767;0,1317765411767;0,590059703345;0,004254075778;1,4469414262443;0,27583152236779;0,402622019135;0,2923982540332;0,04730923976;0,80510171645;0,1638000313;0,03107291904;0,17457087293;0,30413617926;0,22503168562;0,02255441019;0,05207356316;0,46469627169;0,64367149699;0,02826139017;0,04360873475;0,05786560258;0,05184404967;0,50886175853;0,00547499607;0,07863048669;0,3473679333;0,22830941097;0,25928204476;0,02835749098;0,09726449099
GWP_100_AR5_CH4;Fires;BIH;Bosnia and Herzegovina;Europe;0,012360032220395;0,0078781953816222;0,0069705823946437;0,010418419029329;0,014966016227224;0,014966016227224;0,074031046442024;0,000749649994016;0,11592248746831;0,022944316584812;0,031684126330836;0,049428878870403;0,00353011331484;0,08954342473804;0,01206042821032;0,00221044249552;0,01301268077284;0,0141591422098;0,01525116784576;0,00149732150064;0,00372033179924;0,03489744181588;0,04144222497072;0,0017997789768;0,00315855978424;0,00432868470356;0,00214450785976;0,05628439925136;0,00029319540488;0,00448222151076;0,02267405865872;0,01112966883896;0,04003269732224;0,002027424511;0,00515159249416
GWP_100_AR5_N2O;Fires;BIH;Bosnia and Herzegovina;Europe;0,0036777221953927;0,0039954053438543;0,0037508314362208;0,0026417409133845;0,0051038302667128;0,0051038302667128;0,021563601465954;0,000130805811063;0,062374984421417;0,011894695114986;0,017233760514955;0,0087677124954526;0,001983712070125;0,02850364629259;0,0068335689761;0,00127974873038;0,00731701385772;0,01069802046469;0,009105890558195;0,00090596604594;0,002148085644725;0,01885243197133;0,02535211695025;0,001118839384975;0,00180810945999;0,001975111077485;0,001804645134335;0,015961081063435;0,0002048696927;0,00300041519485;0,013643485414565;0,00830827228214;0,008271718605345;0,00117008670174;0,003627328391755
CO2;Forest Land;BIH;Bosnia and Herzegovina;Europe;-27,430441923457;-27,299363917152;-27,171679663941;-27,17161375108;-27,171093460178;-26,987155052754;-26,895728642154;-18,455610197753;-17,761597740352;-17,456299866505;-16,7847905624;-17,772907244705;-17,264493157613;-17,592031704735;-17,688231711998;-18,174651099927;-17,712978378853;-18,351532667759;-17,947753619069;-19,085885231921;-18,217789283193;-17,630690853426;-17,76353025818;-17,313624135183;-17,600303278024;-17,157277886657;-16,743752356689;-17,002241497876;-16,642997661603;-16,994073106888;-17,111393104822;-17,182075953911;-17,68532968505;-18,029954932733;-18,374580180416
