Tabel 1
Substance;Sector;Macro-region;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
GWP_100_AR5_N2O;Fires;Middle East;0,12405181900509;0,24510264046821;0,080295729151221;0,1051005874339;0,22753204336155;0,22753204336155;0,32796134053396;0,076812533250645;0,31259577743701;0,20769906565516;0,1722403739903;0,19108007411391;0,064131022446585;0,042030898865715;0,04961641316223;0,05388980833768;0,04164278152594;0,062330439245765;0,036499297171875;0,030926244326965;0,12704118927757;0,051058903370635;0,02886499377995;0,037513731267755;0,060770084968015;0,068842906097415;0,083452086280775;0,0507556003504;0,044854516619755;0,81369431784963;0,26156848728259;0,062138948687565;0,02653522414715;0,14631845905674;0,33462364651075
CO2;Forest Land;Middle East;-7,6357103031562;-5,5885291260812;-5,8739670864819;-5,1794738462828;-5,0608309932608;-5,1225439113909;-5,1100681862757;-4,3657592245818;-5,1483473672338;-5,9322599951213;-5,4118493575913;-5,1185671002616;-7,3282255854146;-5,891163669813;-5,9767189901233;-5,8202489680505;-5,3673300878586;-4,7603109284212;-4,2467621326009;-4,0215627091716;-4,3467231533097;-3,9455632130009;-2,9505701453936;-3,7198104672166;-3,2970456896879;-4,3050408742613;-3,5945167037842;-2,6063682834702;-1,7806121981466;-1,0237781500981;-1,3375874076584;-1,0228117498466;1,2012388465626;1,9823347997052;2,7634307528478
CO2;Other Land;Middle East;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,1644663420868;-1,2274606518168;-1,2263768869001;-1,2090610486901;-1,2090610486901;-1,2090610486901
CO2;Deforestation;North America;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,820354831878;71,760342418177;75,181910531391;68,518811546066;97,072898179516;93,033521996672;94,344418910091;86,890989190972;74,01575690822;60,426438240458;56,036020059843;52,366041367446;68,849733849416;53,160576351407;60,219054784606;58,144869876422;78,949898941303;90,178497067104;79,975669486454;66,697359277896;61,574540008488;60,312885736706;62,861595007697;62,861595007697;62,861595007697
CO2;Fires;North America;231,46783785749;243,56823524873;156,41480286125;180,36089778223;320,74531574017;320,74531574017;151,65209705257;106,73789316078;367,93006127349;184,0211749125;196,23846828097;115,9844454378;113,80995164289;119,52915327067;96,04004674418;97,17041850677;93,35695598437;164,51828029975;68,9171572613;53,25397246794;67,46022816558;149,60508079571;114,46089857173;133,69653164653;110,55890305587;156,14448784456;78,81874948455;143,73208756521;127,79135649887;84,46619215768;109,39714406531;197,71068014447;82,84968582456;515,46221026238;242,09609167723
GWP_100_AR5_CH4;Fires;North America;35,442775327952;36,805142263308;24,701501217348;30,186032929251;58,817782283764;58,817782283764;21,250828736832;15,71430890302;74,756270343095;33,534819422802;31,205701955946;18,943202957465;31,298699365607;31,931482525326;19,380396955576;20,668989683309;20,193873711847;50,549581292842;12,882656047271;10,566570718645;13,015725130948;41,140855274021;29,072601094438;36,358567992125;27,360847331726;32,548028076861;20,842173628749;29,830848131881;18,604807422438;18,289324225252;11,800012913175;40,180972928325;15,330751121708;144,35879446818;74,017777644609
GWP_100_AR5_N2O;Fires;North America;8,1249775630872;8,5981090698264;5,9067766615203;6,5804201662692;9,390665276745;9,390665276745;5,7349439713146;3,8013298428244;10,233076356533;6,8803779907465;7,4768333038751;3,8663891511503;1,7708365134629;2,3271471488508;2,5082714612999;2,315740640245;2,3019060261332;2,2784253679612;2,1315168107647;1,5123364852641;1,9659556079152;2,6428591232047;2,3107449281942;2,631860844945;2,3307889085495;4,1578091111283;1,6593710865502;3,7262769677391;4,5510152642479;2,2788613205956;4,3235185969377;5,5302879138109;2,5998206285498;9,1760569339924;3,5591426896692
CO2;Forest Land;North America;-497,99324682289;-540,38857112756;-523,74433706438;-510,19046813317;-485,20753350557;-481,06078516831;-489,11354545551;-480,06690839655;-484,66345841648;-458,74148671234;-452,12438347654;-525,1185949851;-506,83522728268;-541,38998762927;-478,12464801735;-478,33280952271;-533,34919874929;-631,25908902387;-804,22123919785;-936,82417650341;-825,68357870998;-767,16280480782;-779,10383590714;-757,617181088;-746,87096641579;-753,09001346109;-795,33572054081;-783,85072282148;-737,46378586679;-761,31610514298;-812,78100106012;-739,94965308353;-727,95005203895;-741,45222964046;-754,95440724197
CO2;Organic Soil;North America;92,720764404226;92,920870017537;93,052596670965;93,161670291121;93,221475027951;94,122061791492;94,331312825954;94,599592462413;95,125110844301;95,768731196722;96,54246665371;96,403796829262;96,623014568659;96,871459819584;97,125912255244;97,176394594886;97,190615857377;97,335909098192;97,472086410531;97,733379212045;98,004637398234;98,336213374656;98,55592010146;98,72448686082;99,106704193853;99,369222414244;99,619129907272;99,992476771723;100,64412354252;100,99002809162;101,20113670145;101,46985722074;101,52368546784;101,52368546784;101,60779639538
CO2;Other Land;North America;-100,77168788957;-126,76631580921;-122,40955806442;-97,46220940463;-124,98981334392;-93,566952102952;-133,94846854439;-106,34103108286;-136,49550611005;-121,0617047896;-137,21405331721;-135,60679563634;-105,84876418232;-120,81734431162;-135,39508090097;-133,43723528564;-149,22979684418;-105,11388256676;-111,85464396416;-114,63207386051;-91,951266281931;-131,72947791931;-139,42577719156;-118,36206985091;-145,32698259505;-128,21694943931;-119,43252886738;-146,28628302186;-136,7671700925;-136,33654398743;-138,327923125;-173,84108564604;-125,88993588401;-125,88993588401;-125,88993588401
CO2;Deforestation;South-East Asia and Pacific;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1247,1652972032;1196,0313948249;1653,1334565617;892,33104022314;1390,4481411545;1190,2427575772;1218,4382694807;992,00013829909;953,64053747065;1088,5911531363;891,06069036378;973,93285205808;1134,6459618036;1254,2540432644;1134,3582019384;1142,149599122;851,02195197043;573,93114320473;562,27684859566;627,80147435665;483,06195214031;455,17024401157;522,01122350284;522,01122350284;522,01122350284
CO2;Fires;South-East Asia and Pacific;76,617283371674;171,6447891002;180,5369733214;167,05768777655;56,709417708461;56,709417708461;75,559302760795;22,108873762261;145,23788493277;183,04305095489;198,93300736435;96,228668417161;404,42875815996;126,21489661558;389,79021124761;192,6730855511;494,27813697807;45,29595514232;27,34761534381;313,43484992554;38,72015924996;165,46071392914;170,06817612558;164,80493088591;441,63937117014;443,07887071207;66,21206784977;19,06263616126;168,73467268119;372,33806594743;41,06831118051;16,76935676477;6,91830807302;215,4712492652;28,67570237057
GWP_100_AR5_CH4;Fires;South-East Asia and Pacific;70,015939779303;124,72124209814;123,69147551257;120,4949242844;75,397273791134;75,397273791134;84,976018624547;49,130319166106;110,34503007522;108,96230267606;121,64740560072;77,025579636854;189,69712989248;92,601124065579;232,32437609436;116,9316581487;238,93486991607;83,588874015372;43,647926430345;175,31265115538;66,534057482007;97,28830587828;110,70500382252;98,069467868848;215,23665731886;226,0853095083;59,044412930526;40,111763732285;94,110732141979;184,87489096329;61,979061905466;41,075999250327;21,879588036793;121,70830439903;40,114926941415
GWP_100_AR5_N2O;Fires;South-East Asia and Pacific;11,951727590537;17,239797223433;15,903550576503;16,95786304706;16,0448647014;16,0448647014;16,743305135718;12,201166050147;15,953483445197;11,099235838457;13,260223189893;12,024773379007;9,5621056918242;13,530688225173;24,334759682096;12,903146553777;13,602327140651;20,54309929907;10,104754101749;16,264315428054;16,496184618772;9,9752888587921;13,795335545845;11,003755043951;12,650546255118;16,228048510355;10,575383236861;10,120330920401;8,7353327334355;11,953510117932;14,106795704037;10,904552819452;6,1396755717414;11,774573035842;9,224288174816
CO2;Forest Land;South-East Asia and Pacific;-152,08999956494;-129,18111171577;-116,7427238282;-144,59138959921;-164,98884931129;-160,55345681658;-151,61444744596;-145,94201775609;-142,11378046924;-138,34939026103;-145,18925317427;-175,8047672712;-106,78282642872;-43,326708912619;-15,185147952309;-7,910587037518;-7,7961945913764;34,240387879526;53,845377115846;-2,8543513793211;83,591261914067;178,59184226471;209,3000812351;320,07625141474;336,34025110538;250,16840817513;253,09607621888;242,3996449874;305,93373942579;319,76190335431;360,10471339409;395,05945616339;384,35626033523;403,53844567177;422,72063100831
CO2;Organic Soil;South-East Asia and Pacific;473,23690289789;473,23690289789;473,23690289789;473,21370753648;473,18889357886;476,15074275635;475,47068414439;476,91480189119;479,35423235033;481,89249528717;483,47516279107;480,61416122158;478,68937339951;488,86066119675;510,24427216537;495,18548223458;571,74737014609;506,36909497661;495,850833459;502,93631685499;514,86586579369;527,46109020093;542,66876235459;535,66732479927;571,9524101287;609,42046553408;506,56861389173;496,90863026474;495,76318335944;540,66306980433;544,2312935325;536,33216526015;540,42734519341;540,42734519341;541,34444307058
CO2;Other Land;South-East Asia and Pacific;212,69166478282;211,59463297699;215,49828453686;215,96525833646;214,97042183409;211,86993622829;213,02798469349;205,20522342372;202,42749732019;202,15701781419;205,16358056437;395,18702730144;398,76353109999;330,28168842678;420,94478511474;451,68549097028;639,25121941637;522,70147631878;510,7234593532;648,32317174518;420,74386617428;431,5923594773;468,78939472711;383,786298451;717,08228939642;1086,6038992859;823,45009772335;628,38638627916;339,91935610078;591,32763285741;335,80094028105;305,12413406372;303,37166741314;303,37166741314;303,37166741314
CO2;Deforestation;Southern Asia;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;22,411324776583;37,726312048687;18,482662886588;11,024999394476;18,144118535518;14,282649309658;14,313505448064;16,019834804131;9,5320695467487;14,974588188726;6,3750320454964;12,883399199139;14,244360258809;10,179567631281;11,723515345771;6,8730406511178;11,318866036249;10,044651818756;8,0399136401787;8,3224608905984;7,4933155382934;5,1619565155727;6,9925776481548;6,9925776481548;6,9925776481548
CO2;Fires;Southern Asia;5,1606150098665;12,965500339127;9,209482397804;9,258446583534;11,310950449351;11,310950449351;8,1668985524792;3,7311874284839;8,2510493660158;9,2492484204949;9,8627711506087;6,298668266563;0,59166375802;3,55943173779;3,00869990424;1,92641430674;2,65638553594;2,92081736278;2,57056201452;7,76019808063;4,25483222463;1,60382076009;5,98050240468;1,72727006415;4,13146217356;1,81821593319;4,40319336571;1,70533533043;3,1865188367;4,03226442164;1,06894533376;3,28422610126;3,96491617656;1,92674537124;6,67174639878
GWP_100_AR5_CH4;Fires;Southern Asia;13,517818310009;13,964671809234;14,103375295761;11,459077555855;17,18803336062;17,18803336062;17,517929222948;13,133773549999;9,5119540644843;18,128163423882;16,027744510745;10,898340101636;1,871500206581;7,9138239617324;10,841000645516;6,9866110281145;7,4816385341099;10,509593182548;7,4962907408978;20,315193333416;16,554849782429;8,595322059569;19,245357216876;12,343155756704;10,647483240787;6,3926687043738;12,809434602782;13,765101109023;12,055621627171;8,4376603131691;3,4341010793947;19,972375005412;10,093224322562;7,7232099114794;9,6285925924266
GWP_100_AR5_N2O;Fires;Southern Asia;4,0904597061179;4,1685124721424;4,4493991568754;3,6403219522163;5,3176595803848;5,3176595803848;5,5254446467789;4,1873916322345;2,9934913810792;5,6676767224027;5,0822713845896;3,3405270747893;0,58631761916798;2,3787623768659;3,2492137033764;2,094387141246;2,2569073208951;3,1121393787674;2,1902669569937;6,0690484827547;4,7825979275187;2,5391602675544;5,6981934339448;3,5905209095887;3,1550891160459;1,8942492895291;3,8051652681423;4,0127399698921;3,5746808591173;2,5407897825108;1,0727830592169;5,8933920741429;3,0203388198365;2,2892167646296;2,9534600598368
CO2;Forest Land;Southern Asia;993,79235385943;1021,1885498855;1033,5027780372;1046,3359460879;1053,5733035726;1059,6522667359;1026,3320179139;1028,5265109905;1035,7139655024;1112,9599466428;1143,9772966474;883,60925300554;845,92315514812;927,48491849241;962,11886499221;990,30536389247;835,75383781616;846,60426041755;875,76713679546;894,77630584201;893,1266886657;887,72796963517;901,38728417429;917,04375558663;938,64907801007;957,78433406385;982,9447630658;1006,5129706089;1018,9316007148;1031,8209293986;1006,5831560461;1001,4324183591;989,51165635907;983,81466422971;978,11767210035
CO2;Organic Soil;Southern Asia;26,616307833241;26,616307833241;26,616307833241;26,614427086413;26,613255577517;26,639114309157;26,632118266022;26,628589975948;26,557427536277;26,633474700624;26,523189148955;26,509023642137;26,461860289728;26,442067764722;26,34568890071;26,326326250019;26,331626268124;26,352468723726;26,340508766318;26,342326789027;26,353628200093;26,254644574031;26,238601751237;26,1939844581;26,11709693784;26,109268472132;26,07154546043;26,065417312632;26,065581957108;26,036119094445;26,025926238802;25,998911964662;25,747089888802;25,747089888802;25,683858652104
CO2;Other Land;Southern Asia;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,079827982839102;-0,075799844582054;0,021540560341641;-0,046118225868018;-0,046118225868018;-0,046118225868018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GWP_100_AR5_GHG;Africa;Net;257,23319807765;-61,189328882116;115,27429021747;469,2783459806;293,08780107996;350,14695568715;409,67025701231;-300,66503102076;417,93111656714;286,08018479821;696,30617047042;1270,6100779838;520,36143940979;166,10802954607;152,11165703424;538,65015887788;448,78859039579;377,0047837541;427,09587210271;554,21194306183;722,81242190275;1137,8024673029;1207,218504138;1742,6593493729;1398,1856457417;1443,9978441895;1931,4106249719;1650,4881489858;1409,0520655955;1262,0657947099;1227,1118075286;1244,3197289392;1268,8036321533;1198,6290918397;1115,1122517445
GWP_100_AR5_GHG;Australia, Japan, and New Zealand;Net;-93,702297639774;-57,20076507631;1,8604392043205;361,40615563154;-24,913106137831;-25,182769048847;-175,46190833881;-305,64669742171;-35,298658136969;65,751287429353;322,66300035738;440,29958357198;772,52793709128;-126,01566676709;186,04039874067;-290,00852870658;318,45262710747;213,47546417323;-194,21706632517;-140,91940583018;-313,86924555104;872,12244118868;795,35527823864;-170,28795543312;68,748428540745;50,828823895462;-256,38719166914;255,05613685019;199,15986333071;127,44223686299;-215,97046563517;-252,09989430798;-182,43308152528;711,19372654462;-142,9174943117
GWP_100_AR5_GHG;Eastern Asia;Net;-637,25879841552;-642,12094359537;-577,6178319199;-620,91346117925;-663,66484748063;-653,9586094797;-694,04039537213;-753,91724659211;-629,37147089156;-681,44025372157;-619,35003760427;-746,25011451181;-789,40489983674;-749,82621217057;-761,18868725468;-763,48647213683;-776,75271582163;-730,74436782412;-665,41178474319;-626,64796603804;-597,04226484983;-592,56700478541;-604,29366796803;-600,88699046281;-656,3179068473;-718,41878494536;-653,0810690222;-689,44743394141;-699,9297588164;-800,55449007762;-764,69689833954;-794,13364113835;-798,01177412232;-793,3762659136;-815,63052627286
GWP_100_AR5_GHG;Eastern Europe and West-Central Asia;Net;-998,48443167292;-908,62150147135;-945,99282975881;-1187,4853535086;-980,29673549003;-964,89624972544;-1155,5347343459;-1259,8869895829;-1622,9277319485;-1177,9602584009;-832,38742503498;-1386,4468729281;-1482,2452749161;-1405,049344155;-1522,2563773604;-1531,9698092235;-1504,7995137988;-1575,9945038191;-1450,4422713678;-1695,0400550444;-1678,8741183594;-1650,8992166461;-1643,7300716822;-1680,5544992366;-1577,1556659164;-1691,6968481093;-1696,1405043657;-1696,0902677686;-1580,4311652058;-1535,1747354676;-1656,6129164568;-1581,9541918856;-1769,9927657728;-1733,6051988997;-1721,9204714993
GWP_100_AR5_GHG;Europe;Net;-304,55661498293;-409,27921441964;-398,82695504431;-433,88651394068;-373,93046048644;-335,5667601086;-358,14442893318;-364,83296939119;-322,21698933088;-317,52905842838;-261,29960082559;-297,37410802774;-330,20500824775;-336,37276369512;-312,58036264244;-273,16434284139;-319,22128775716;-256,61927166389;-322,330085214;-384,01028384026;-332,71192703059;-307,62716370009;-324,99575177133;-314,00304632841;-299,29905496939;-302,87017378542;-298,05888596526;-312,53754201818;-236,01493714752;-226,44509743084;-258,06235207897;-237,80246166354;-227,26479503669;-233,42154249725;-232,89763136637
GWP_100_AR5_GHG;Latin America and Caribbean;Net;608,51537268308;671,61617422223;623,0121852675;748,88860149574;722,71895665522;816,634197853;796,64248322268;722,84918607093;861,18146026072;955,22583556842;1011,0923326842;753,9744478491;805,42544492213;1351,8338537876;1490,1696114954;1157,792701553;273,5404534188;499,13812828865;73,397289253043;-587,88672709666;199,09339492854;-335,91729426565;-102,00271215917;-112,85897001248;50,521495850259;138,08583644096;361,94543633459;-79,001140794589;-288,22087656135;-111,82015090577;165,3147411382;-247,16713840925;-17,572616929745;-3,3209699442908;157,71765190441
GWP_100_AR5_GHG;Middle East;Net;-5,4793820492695;0,13058321930813;-4,8641470065681;-3,5066489395462;-0,1369400328143;-0,19865295094433;2,6096318207722;-3,4329679609451;2,1246009248931;-1,4469225265509;-2,0129125925354;-1,1484341598954;-7,3093630865432;-6,1234709062793;-5,9740185792308;-5,7748950775535;-5,57058765918;-4,3367289192746;-4,9211410010095;-4,6664143994982;-2,1840543691468;-3,7811782495198;-3,3654507724783;-3,9740461130295;-3,0467877821996;-4,0926595888337;-2,9186611698657;-2,5077830559682;-2,0806987755375;21,020339861837;2,4018912376984;-0,78928012850347;0,4537383030064;4,4960135918132;10,062417151388
GWP_100_AR5_GHG;North America;Net;-159,18822472782;-213,4421755055;-294,25786288584;-225,54330153705;-56,201753688982;-19,731557347213;-278,27247658135;-293,73446027849;-1,2940908772292;-187,77773314729;-186,05461176737;-353,76721382759;-293,99957884299;-343,02927763039;-301,39220332251;-301,40497938647;-375,19122510366;-334,79978634091;-660,65670972392;-827,96355323957;-681,15227862939;-554,80123279209;-605,27971455347;-551,40722724308;-592,62165073624;-530,94254557718;-634,87892635976;-562,67681933969;-542,66398374477;-624,93088405736;-662,81257189975;-508,58605478552;-588,6744498726;-33,959823384374;-396,70193971139
GWP_100_AR5_GHG;South-East Asia and Pacific;Net;1939,5888160605;2116,4215497841;2139,2897602203;2096,263348585;1918,4873195059;1922,7840755723;1961,3281451162;1866,7836637406;2058,3696448577;2095,970009513;2124,4554235394;2081,3068375098;3027,4915283767;1900,4933898404;2952,9013975063;2451,7110339981;3168,4559984866;2204,7390259308;2095,1605032746;2742,0081068661;2032,0120855966;2384,3024526672;2649,9727156144;2767,6620717281;3429,259727313;3773,7346008478;2569,9686038215;2010,92053555;1975,4738650383;2648,7205474014;1840,353068138;1760,4359083334;1785,1040681262;2118,3028084812;1867,4628824817
GWP_100_AR5_GHG;Southern Asia;Net;1065,5090515124;1101,235039133;1110,2128395146;1119,6397160596;1136,3346993342;1142,4395212292;1106,5059053958;1098,5389503709;1105,359384644;1194,9700067039;1223,8047696361;968,30229615651;893,83733192537;978,72417574516;1023,6277586987;1041,8419239454;888,71407294046;905,43928588666;923,81700683809;970,15783273372;951,36780086303;939,52448851271;972,714471257;970,99842642361;994,34389684123;1000,7919491314;1041,2731398163;1062,0263881667;1071,7740896523;1081,1103959181;1045,602427451;1061,7648205805;1039,2836849891;1028,4473855881;1030,0017892258
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CO2;Deforestation;EU27;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,83372527025337;0,89116610024174;0,84428579402795;0,76572391649043;1,8979984093701;1,9900132545081;1,5362652483027;1,3345580807923;1,5105031961382;1,3561237922226;1,8575283929135;1,2678233971115;1,4908591564477;1,2290796024589;1,5285901557154;1,2484248951011;2,5053180283196;2,3267837947034;2,1301456277364;2,3952432324251;2,2377690336303;2,4440643007873;2,3590255222809;2,3590255222809;2,3590255222809
CO2;Fires;EU27;26,673277201776;20,411112005077;16,100759016459;10,495563937657;26,081596615835;26,081596615835;29,358992168926;5,0026543649685;39,549114733038;13,891894031505;21,31395784726;23,43321007509;2,72504691209;12,60269667863;2,8807938672;10,76639596878;4,97371168352;7,66328293001;1,87981260373;3,00393643397;2,91308805959;4,43205576511;8,15730121162;2,82593410499;2,39421174161;2,15786187277;4,68937422261;18,8940541073;1,76892747176;3,93921227967;4,10419228036;6,09685362323;11,82736184975;6,17556648461;4,38956084256
GWP_100_AR5_CH4;Fires;EU27;2,9106643467419;1,6561698674234;1,3769631862221;0,85366095098907;2,2538905297702;2,2538905297702;2,5845286328079;0,84354156734628;3,632828757301;1,2063712828982;1,8775237233607;2,573752455505;0,43846362515032;1,0646347040235;0,23376284213716;0,88287242979404;0,40292087661448;0,67796812270544;0,27993699349672;0,20319165228292;0,22824969895896;0,69595310016456;0,97368433873172;0,29251902932448;0,2559293152486;0,23069744308716;0,3522102251654;1,6033396251298;0,1428094049326;0,78486960453272;0,55528440677696;0,47472031551364;1,4454816463105;0,51936428377988;0,36274775262684
GWP_100_AR5_N2O;Fires;EU27;1,0127270757433;0,83267340849694;0,63286865869203;0,41906156148652;1,0461443730763;1,0461443730763;1,196900518952;0,15074019636096;1,5988728148145;0,55439730001358;0,84552164542315;0,88482060701171;0,075272470444465;0,49572326452785;0,10487811220263;0,43280150933299;0,19903670239972;0,28139706615245;0,069249517857415;0,11472356457374;0,11301520313358;0,1289232444759;0,27401494975215;0,10095073557258;0,09018089333714;0,075837027117565;0,19082124883447;0,77362369508448;0,07172637418811;0,10090722453968;0,14115295047185;0,25341101585116;0,42009122671206;0,25753652319078;0,17451350297463
CO2;Forest Land;EU27;-409,3443887846;-531,16894445076;-531,99071304628;-542,1246044441;-492,64187784715;-460,40988231029;-481,93102541138;-455,37546231942;-453,50124241752;-428,69754522127;-363,29824070009;-414,21554032573;-400,92115914881;-381,30811520986;-369,86403941248;-321,830309811;-370,28174517271;-304,74666859109;-396,39568731945;-466,29959619175;-400,23492000603;-383,20316579848;-400,73066840444;-402,04825150431;-381,20470633977;-378,46575219776;-364,66096470043;-353,0484832948;-304,81709818042;-300,37694555456;-324,88614923637;-286,91224166506;-297,12978800181;-295,66187199798;-294,19395599415
CO2;Organic Soil;EU27;156,50310928136;157,07238599215;157,76728681501;156,04124097347;156,64722967008;157,02805846622;157,31133401804;156,878191714;156,89421990444;159,32271012305;159,38174062874;160,83030278407;161,73375567193;161,37569493949;160,90406161921;162,51865194831;164,28743558583;163,70884587137;164,40734911413;165,78176612708;164,88488536242;166,22586526804;166,80354541717;167,53623121331;167,93482527537;168,75419661618;169,10170487442;169,46550611506;171,14066022901;171,74875749507;173,45026735239;173,30066487389;174,36549119077;174,36549119077;174,44474034125
CO2;Other Land;EU27;8,1275840460304;35,232878096303;49,726378481082;38,892566382457;27,802860931774;27,300660215513;26,36592158687;20,024623854369;11,271445935161;11,921415045109;-11,749879520947;-0,32090491266184;-5,8825811364248;-44,268691058187;-21,451072516586;-40,541270115738;-34,900070887993;-39,429947656687;-6,9643372708871;0,13885665035022;-23,939792902467;-21,097582432782;-26,815218431502;-8,6812173251859;-19,369347940457;-28,308446427076;-42,872063805349;-85,911461913771;-42,48240110068;-39,789936076411;-41,01609413105;-56,628782445183;-55,321102714111;-55,321102714111;-55,321102714111
GWP_100_AR5_GHG;Net;EU27;-213,28330156269;-315,12999981106;-305,55273161857;-334,58878536779;-277,97643045636;-245,86580683963;-264,27962321553;-271,64198535212;-239,72103500252;-240,96703216845;-190,79565110601;-225,92319321647;-240,98691581159;-249,27233276489;-225,29361707895;-185,78084481601;-233,78244596403;-170,51056417675;-235,21317316499;-295,70099797127;-254,17794619148;-231,55012745635;-249,84648176222;-238,74475414384;-228,37031689895;-234,30718077058;-230,69359990643;-245,89663787129;-172,04523017347;-161,19789179473;-185,41357734379;-160,97130998097;-162,0334392801;-167,30599070746;-167,78447074657
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CO2;Deforestation;GLOBAL TOTAL;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;5669,9828926954;6022,0826829559;5893,974600047;5093,8913950834;5704,5153612667;5455,7016775669;4699,6654191612;4568,5853187618;4319,355502507;3877,5194174631;4389,0350963531;4095,9170812809;4528,3812179199;5222,3576017382;5124,9300699213;4935,2594983951;5226,2426217098;4140,3138144753;3645,8010712631;3704,4119382218;3879,7965540546;3438,7128711761;3674,3071211508;3674,3071211508;3674,3071211508
CO2;Fires;GLOBAL TOTAL;2274,6484078883;2212,0205703186;2247,2397640678;2574,6497495047;2538,1305217126;2538,1305217126;2017,9509535834;1179,6728528522;2151,7951500309;2308,3352499344;2957,9536019734;2272,2339954868;2708,3678265143;1652,349964696;1967,5130151056;1372,1743281923;2169,6178602705;1549,3709806751;1446,2698008389;1536,5148975213;1211,2015706608;2581,0610925762;2501,0403169776;1318,2292589485;1814,0599685107;1768,700562588;1149,15509418;1645,8714036874;1776,4589975983;1878,7169101488;1101,9941671464;1198,634266083;1032,5527870525;2571,5881427074;1225,718081564
GWP_100_AR5_CH4;Fires;GLOBAL TOTAL;994,79680876905;957,37943470924;1026,3918551731;1219,5647906634;987,2545839199;987,2545839199;957,28683590118;545,98466979329;962,99249338295;926,83625649476;1149,2391936214;899,83720280363;851,05491982784;801,53321611336;903,16095343613;835,13297127671;883,30382037963;776,62178848659;720,93805522484;802,71650763208;765,30072802862;806,52160251043;837,91706567039;721,13701542528;778,72537096591;841,73417432186;718,51715647475;679,23570724116;722,30567841388;853,04226505592;628,7781694976;602,31530347209;572,04060961674;763,6201998686;711,30139726895
GWP_100_AR5_N2O;Fires;GLOBAL TOTAL;274,76255426305;268,8116789116;290,12032337783;331,67404830241;278,22410288574;278,22410288574;288,42272323603;154,25914929682;268,95881943136;266,14037604755;319,74685107413;276,03030505081;225,31023522163;228,56273098048;243,92220053968;229,42833750052;223,00152728254;248,51338648652;214,63930693125;199,50856403279;233,88626666808;247,75213089731;252,89484341065;190,62029283243;199,83118171239;211,36777359787;202,17201421221;214,47141376107;190,35310199902;203,91217640071;199,84937701889;195,00037224647;181,50278129556;202,88873715951;205,16835782309
CO2;Forest Land;GLOBAL TOTAL;-8353,4857109471;-8400,1391799048;-8361,1066709326;-8384,4410157901;-8366,2210646458;-8170,4680039438;-8165,0120313841;-8010,7405103286;-7994,8066977789;-7757,6966671979;-7394,1532464162;-7752,4862266208;-7572,9611274295;-7238,3742767893;-7024,1256292441;-6912,9695661298;-7126,6258471343;-6942,4118281794;-7494,465804872;-7630,3034333496;-7143,7706607118;-6752,0016467157;-6542,6727706312;-6325,5334446647;-6217,9510472071;-6194,8366385633;-6030,4886494486;-5870,2146738081;-5537,031735875;-5684,0670946065;-5673,7260847063;-5450,7779967054;-5517,4697899608;-5515,7811066374;-5514,0924233139
